ID,log2FoldChange
100,1.69987146679739
1000,0.0810289165938734
10000,-0.0189540066080608
10001,-0.0706215094911878
10008,-0.407040580827366
10009,0.288397275776473
10010,-5.26437447845313
10012,0.00470717970939764
100138,-0.000793182564987695
10014,0.185408201130827
10015,0.0212761034702635
10017,0.115244488618062
100190,-0.155187130578966
1002,0.132014122321468
10020,0.355151652055951
10021,0.0956584331394618
100234,0.355466889544652
10024,-0.0619236932951623
10025,0.0807504012899433
10026,0.920299402799137
10029,-0.443794813588687
1003,-0.465407113048846
10034,0.161831324330837
10036,-0.0607802925439397
10038,0.293722129782537
100386,-0.204605399952332
100412,0.833090076541454
100414,-0.888235138596993
100469,1.29088772417514
1005,-0.499005543917963
100529,0.66191458808026
10054,-0.360905095738527
100552,1.35227204519824
10056,0.243357488697374
10060,-0.0506048167207517
10065,2.70989268993684
100668,-0.5033726805869
10069,-0.546976244308639
100722,0.0849907057993903
10076,-0.0540948654547919
10078,0.0194348591110934
1008,0.140723652945511
100814,-0.308470966327553
10082,-0.22600063195806
100828,-1.09278078454681
100859,-0.0505911375702246
10091,-0.178763991499486
100975,-0.176461355219
1010,0.0162176338263497
101007,0.533602823053625
10101,-0.0876806915164912
10103,0.0997474479941931
10104,-0.496840927690729
101084,-5.52487265725903
10111,0.243005022065789
101123,0.0486031079207738
10116,0.135055782693826
101172,0.150203920810728
10120,0.086552032864116
10124,0.0361578595015742
101253,5.59840703107153
10130,0.522318761624204
101311,-0.699117115799116
10134,-0.627809376369888
101353,-1.80410251420901
101376,-0.0820420947593789
10140,0.0432906547901529
10141,0.014819479487482
10146,-0.0193304208264032
10148,-0.143963913955309
1015,1.06934536667215
10154,-0.884824650108428
101544,-1.58224014623581
1016,-0.704881511454953
10162,0.0239592098133373
10166,0.135814420776763
101669,0.093037956995261
101675,-0.342339683073115
1017,0.515179736891475
10170,0.162107901369935
10173,0.192412440121887
10174,-0.287239509145841
10178,0.247451438915769
10179,0.0877588041342128
1018,-0.133249003769289
101892,-0.0177645939010906
1019,0.00705898445628654
10191,0.49302420284173
102,0.202446783610661
1020,0.566044130073681
10202,0.945000323602484
102032,1.58596125656631
102085,0.0605009607593829
102090,-0.00157282148685373
10210,-0.204478682752677
10211,0.0824541541539558
10221,0.207247709540805
10224,-0.00442556413288603
10225,0.313048996600873
10226,0.16213269538399
10228,0.303255123921783
1023,-0.47872074731327
10230,0.0263187726306715
10231,0.359796822211165
10235,-0.330099843830085
10238,0.737566988033448
10240,0.064455679768274
10246,0.0290933395480223
10248,0.430173661219986
1025,0.00109792495761082
10253,-0.0297062733864869
102549,0.275716293933173
10260,-0.180616489935333
102645,1.13745649913797
102661,2.50890206460914
10267,1.26165495531619
10271,0.159013584848165
10277,0.71622730331901
10283,-0.0607251967642307
102861,0.32850609401545
10288,0.126062214440259
10289,1.27673679718743
10292,0.0995412608839606
10294,0.177721579375311
10295,-0.049295268726344
10303,-0.170993148153755
10304,-2.46808372214456
10305,-0.132162628884266
103055,-0.135633951989697
103059,-3.49099968610931
103094,-0.844764878922362
1031,0.632320959959317
10318,-0.291032219056698
10320,-0.528251185316885
10322,0.313447083944956
10324,0.053321836514223
103244,-0.857826602606237
10326,0.288094211615705
10330,0.0401411232087464
103304,0.679154751039666
10333,0.122567169210586
10335,-0.453477824610011
