ID,log2FoldChange
100,0.280096663905571
1000,-0.211201257434863
10000,-0.151261170043393
10001,-0.0232578441674196
10008,0.433273033753804
10009,0.43552481352835
10012,-0.109687998366923
100138,-0.0465776444161583
10014,-0.244345272694142
10015,-0.389613716917616
10017,0.146374538980782
100190,0.77019663285585
1002,-1.20153440998822
10020,0.605118117543631
10021,-0.0673225359286062
100234,0.257431479621822
10024,0.520182965396358
10025,-0.1193102016519
10026,-0.146858256074116
10029,-0.192104250845287
1003,-1.91710343344277
10034,-0.649224276325396
10036,-0.0217362633016815
10038,0.473393589453725
100386,-2.02802339067295
100412,0.769447996699599
100469,0.476687124125169
1005,0.4834052261097
100529,-0.325620349795659
10054,-1.46901947172832
100543,5.18062276665969
100552,0.648203299385363
10060,-0.0256631998043561
10065,0.751695373902303
100668,-0.160954298395326
10069,-0.255862694548529
100722,-0.0963736988117086
10076,-0.0647661958021521
10078,-0.106212811354198
1008,-0.150340849605102
10081,-0.590339182784165
100814,-0.270660570918792
100828,-0.770740461908825
100859,0.217703339134904
10091,-0.00215340798687281
100929,-1.68296970735501
10094,0.224394363792718
100975,0.117247700768851
1010,0.00273340749460517
10100,-0.0614642295974905
101007,0.0703485290357637
10101,-0.1067521585279
101020,0.0695394636003343
10103,0.0852035207323071
10104,0.0324950222677315
10108,-2.51946546382399
10111,-0.475572045332384
101123,0.0540049693090479
10114,-0.342900330079279
10116,0.414058800686408
101172,-0.231551086241904
10119,0.531967652571103
10120,0.177566745479751
101217,0.386734998285896
10124,0.983350885800097
101253,1.31903280139932
10130,1.50089576318157
101311,-0.3575298815602
10132,-1.07591222614961
10134,-0.226339921405049
101353,-0.974963556242885
101363,-0.0727607851992561
101376,-0.0262456168658159
10140,0.0597592911973477
10141,0.0170050501435498
10146,0.465366797092027
10148,-0.00968295584074497
1015,0.25208562875928
10154,-0.842928206773968
101544,-1.88178628701035
1016,0.0170405920388197
10162,-0.0277401493293302
101659,-4.27923186257513
10166,-0.062457022004075
101669,-0.0208705816917311
101675,0.179778497805798
1017,-0.270142802420651
10170,0.250769680333914
10173,-1.26538720776044
10174,-0.161518260081527
10178,-0.0138326538515647
10179,0.547562561652884
1018,0.0473247671279528
1019,0.060674640064182
10191,1.02221700904286
102,-2.2897208767044
1020,0.378413394045005
10202,0.27963358768742
102032,0.461041721741623
102085,0.39185004960458
102090,-0.116781990124306
10210,-0.109174167817366
10211,-0.0687713501728967
10221,0.138751004334651
10224,0.381130812794412
10225,0.200312586332036
10226,0.132977645399272
10228,0.454965445999978
1023,-0.120655677339682
10230,0.00562400382074234
10231,0.36236758019394
10235,-0.235211351955248
10238,1.77771740253896
10240,-0.0116263899633044
10246,-0.00451540825963027
102467,-0.629124573726533
10248,0.261414271937228
102494,-1.161180437615
1025,-0.117381591936543
10253,-0.142114536722013
102549,-0.048979474107138
10260,-0.568077416136629
10262,-0.331686734776352
102645,0.71649863507784
102661,1.60578099602945
10267,0.983112249058694
10271,0.115539556841699
102731,-2.04855084105555
10277,0.434248553838818
10283,0.211750378432805
102839,-3.4435624052345
102861,0.431330422720283
10288,0.0862466251074312
10289,0.934755706381453
10292,0.0491607630187182
10294,0.304264924477161
10295,0.538323353592639
102962,-1.22099270534479
10303,0.0637483010729851
10304,-0.190724936315218
10305,0.228149936211798
103055,-0.0843069124396832
103059,-0.708515974290651
103094,-0.700900140349393
1031,-0.474852571135509
10318,-0.0728509785491833
10320,-0.148275557255507
10322,-0.365373498863806
10324,-0.0201947477696007
103244,-0.787500715778873
10326,0.241588069497033
1033,0.271844333159862
10330,-0.0136194111610408
103304,4.10614865310636
10333,-0.115642825764732
10335,-0.0543683050972974
10340,0.560397433889306
103403,0.179620033706697
10341,-0.0216781175448256
10344,-0.605018344437791
103451,-0.114375863909945
10348,-0.0137206725616391
10353,-0.109314579443994
103532,0.470535570822041
10355,0.0869887655859453
10356,0.14493724482562
10358,0.16043865293209
103616,0.00591311511346914
10362,-0.105213528331262
10363,1.01148799798941
10365,0.191769001717998
10368,-0.425456204429883
10369,-1.43625299668967
103699,0.656542325170436
103737,-3.45121224032225
10375,-0.581240211706382
10379,0.276729445203643
1038,0.039178508475514
10385,0.0206468937267297
10386,-1.34905527410074
10389,0.0334118550233034
1039,0.477474628440153
10390,0.0819817322191327
10391,0.01160678190119
10394,-0.0186353053277369
103964,0.121752893116276
10399,-0.988861488180509
104,-0.191244121416543
10401,-0.185989527318558
10403,0.149968058035181
10405,-0.181123160002828
104058,-0.299298501883804
104064,0.110612496713551
10408,0.145185772927942
10409,-0.128506910123468
10414,-0.385059206157352
104172,-2.68253127730422
10420,-0.133374988446811
10426,0.199306172465614
10428,0.16533871080634
1043,-0.0801306807264618
104306,0.152913810975094
104331,-0.288259088495167
10438,-0.311141832112
1044,-0.0803557201647276
10440,-0.354598417325857
10442,-0.28230202636129
10444,-0.24836406455179
10448,-0.514925060766988
10449,-0.00584373122738152
104570,2.91982155929763
10462,0.33238121388938
10463,-0.154653589421208
10464,-0.0215874715960923
10473,0.0553671296471138
10475,0.282763079787641
10476,-0.780854452472202
10479,0.0786782916858137
10486,-1.04602059046556
10487,0.0833362800100619
10490,0.0657992961818595
104910,-0.202432692077582
10492,0.175739556602089
10493,0.842346854442879
10495,0.600257684307542
105017,0.0171627433441348
105023,0.0524625476681599
10504,-4.51167464374857
105043,0.353602568999845
10505,-2.03288383575029
10519,4.34300376179658
1052,-1.25279429449822
105234,-0.417045881276751
10524,0.383475399845173
10525,0.237054992897043
10526,0
10530,0.490602910537603
10534,0.219570883828473
105412,-0.00246928534345473
10542,0.264733755792852
10543,-0.125202162500209
105451,0.00863116757847406
10548,0.206226892018469
105497,0.339685446534965
1055,-0.468272522333602
10556,-0.0783544030627821
10558,-0.105276154475369
10562,-0.0841513530813979
105627,0
10564,-0.284788700149017
10566,0.300510325478352
105672,-4.29512134191536
10568,0.0907777843737338
10574,-0.395794752989316
10579,0.187066553343366
10580,-0.0237769461235022
10582,0.00954075916128196
105821,-4.40320090429386
105827,0.86306738205009
105833,-0.510796373569696
10584,-0.0331065533843493
10587,0.172020947995921
10589,-1.08730727701014
105893,0.569199750151369
1059,-0.323629441261306
10590,0.132014689011994
10591,0.430113714725904
1060,0.0809804435131076
10601,-0.128790430903406
106013,0.194222029560413
10604,0.424374219077647
106101,-0.494676593266993
10613,0.0892568027170805
106226,-0.150369874192855
10623,0.214259963184038
106245,-0.271325784596641
10625,0.277339097149059
106264,-0.0428853177635004
10628,-0.13252854974334
106283,-0.346777159929952
10631,0.748437375871942
106316,0.11218511510447
10633,0.19415151436262
10637,-0.323082623312603
106385,0.252141004893275
1064,1.51089345308876
10641,5.11078627958497
106410,-0.244032346169226
10643,0.0911561141391274
106430,2.72900343001267
106450,1.60747935587336
106457,-1.01115225233208
1065,0.417214851587045
10651,-0.281241691047187
10652,-0.296115470077629
106524,-0.364191369999396
106553,1.74123334982922
10656,0.210626240142606
10657,0.0554787760335738
106572,0.0372489189514468
10658,0.13030149716653
106583,0.0578322529547149
10668,1.19081444105494
106774,0.428397969793614
10679,0.129795671543467
10680,-0.0325879431621916
106802,-0.00856884677972757
10682,0.0581174166593155
106867,0.703764551605997
10688,0.354222350650183
1069,-0.162337803635488
10690,0.0145322965292025
10692,-0.245486296154365
106920,-1.0521745600124
10694,-0.218228561796868
10705,0.87101363516725
107073,4.31672714143724
107075,1.87710292184165
10709,-0.5497200225796
1071,0.452370463953442
107265,0.395610579178114
10727,-0.532736025858193
10730,0.137444926544277
107305,-0.708738769816975
10734,-1.07382359900278
10735,0.285587911341028
10736,-0.773217173020099
10737,-0.325111638650159
10738,-0.237808200564994
10739,-0.313251471987611
107449,1.01611582871308
10746,-1.04759499960736
107483,-0.0666519482881665
10750,-0.290337977295619
10751,-0.746204827260037
10754,0.862954363061952
107544,0.213262601808177
10756,-0.338113565321368
10758,0.0590707520589106
1076,-0.180230171408523
107624,-0.679587871319095
10763,-0.102862822710469
10769,0.542921348639841
1077,0.50858783873251
10774,-0.0431546568552196
10775,0.145300907908065
10777,-0.666098401048023
1078,0.279176142945409
10783,-0.274121728356732
10792,0.0246465894575124
10793,0.1289363388568
10798,0.127473850025604
10799,0.0678681789330047
108,0.187198953624708
10802,-0.516730729915863
10813,-0.529077120455553
10814,-0.049419712130662
10819,-0.0323492691951066
10821,-0.329527405490127
108212,-0.114701797777711
108225,-1.06325354624934
10823,0.122463716888623
10824,-0.340163183119909
10826,0.0258064862877009
10828,-0.0168893411870025
1083,0.23301662264172
10834,-0.257190845062827
10837,0.221695864068934
10839,-0.0906823862650808
10842,-0.423718019866394
10843,-0.592038897127522
1085,-0.0651639333170378
10852,-0.170785935830132
10855,-0.0329345696163554
10863,-0.541317814542887
108634,0.4354868185892
108645,-0.563747842913658
10865,-0.516804060089639
1087,0.75556512478379
10870,0.0717935495162306
108708,-0.352476381007666
10874,-0.183043172307241
10876,0.190730508319856
10880,-0.0221113577022877
10881,-2.04599548241696
10886,0.731772369169231
10890,0.473331095664824
10891,-0.345985442459048
10892,0.416274774667054
10895,0.234713609039948
10897,0.466759421094102
10899,0.368462716539607
109,-0.239988025515159
10902,0.297728532521749
109041,0.373728536414671
10914,-0.270121489233646
10920,-0.737706328180249
109269,-0.00935625143517752
10927,0.090117406543313
10932,0.614355131152123
10935,0.0300226648153145
10942,-0.17595497406271
10945,0.0817988061988774
10947,0.315713319963228
109477,-0.198311276849524
10949,-0.566711716637139
1095,0.392795467625687
109506,-0.993147522809704
109590,0.157733939342145
1096,0.189206492733565
10961,0.103904020006338
10962,-0.0294576004979124
10966,-0.635394259252155
10969,0.0268618760009588
1097,-0.563277986553225
10970,0.119363442653645
10976,-0.000129514194887769
10982,0.221103655947508
109826,0
10984,-0.306595291542154
10985,-0.44315738746274
109887,0.0453708281627278
10992,0.139732240734545
10996,-0.042543380730133
109981,-0.347294147501468
10999,-0.609184676025257
110010,0.410290408517946
11002,-0.183721005255338
110066,0.0725120579490542
110083,2.2438044088475
110086,0.665121336067828
11009,-2.40196072729967
110090,0.792758054399931
11011,-0.0556143728106151
11013,-0.393777562785536
11014,0.282025446313527
11016,-0.00613578678022883
11017,0.133972630053489
110221,-0.28831739231237
110242,0.064958333342446
11025,-0.0853635544295405
11027,4.37717810919309
11035,0.0245461452323641
110376,-6.68644192503113
110426,0.767560611747164
110427,0.18199788385566
110449,0.290685491893923
11045,-0.181277030167154
110468,0.263253686657437
11048,0.0455644645562586
110485,-0.837549766224236
11053,-0.114150883323633
11057,-0.0644485424097745
110584,-0.162373451766173
11064,1.20867275239972
110642,-6.13886013050052
110646,0.00354709728322019
1107,-0.127438926185655
11073,0.11207023354478
11079,1.80091256380114
110796,-0.112569449986621
11080,-0.278375418426133
11084,0.0391517299160242
11087,-0.0460399365042526
110899,-0.69830869686004
1109,-1.87058935112285
11091,-0.0641456404679268
11093,0.0823077692971416
11094,0.564555306437506
110967,0.380945071069533
11097,0.559229442244407
111,0.249093801745054
1110,0.397636999187615
