ID,log2FoldChange
100,-0.765461592548222
1000,0.513759881499721
10000,0.139484737293905
10001,0.0841940998137504
10008,-0.306525324628027
10009,-0.431824412307077
10012,0.304871915058437
100138,0.0373488751983981
10014,0.37752905197013
10015,0.384460296468992
10017,-0.292597337981911
100190,-0.793470363080179
1002,2.15832858020619
10020,0.39838702586715
10021,0.111392671431784
100234,-0.361793568729497
10025,0.413910298277436
10026,1.0442132316454
10029,0.147728450434693
1003,1.64332042358616
10034,0.0839621474290053
10036,0.130263695464
10038,-0.465289967813967
100386,4.89949170161275
100412,-0.421739184474227
100469,-0.842753694301759
1005,-0.619144721156191
100521,0.541952341481816
100529,1.02349719923337
10054,2.25156778786333
100552,2.52970493878887
10056,-0.380936179923592
10060,0.0348498357970412
10065,0.583058468130417
100668,-0.265918733754114
10069,0.623618636827179
100722,0.0666427279882631
10076,-0.0377505898549998
10078,0.100055273151953
1008,0.257444803133077
100814,0.0426537570616898
10082,-0.575851522139023
100828,-0.274038494722473
10084,0.418675264315336
100859,-0.130826272460924
10091,-0.456390558505726
100929,7.6789573116691
10094,0.290535937043858
100975,0.257942669667075
1010,0.0468826489106946
10100,0.348396653677968
101007,0.356271409008091
10101,0.306859443019558
101020,-0.114368369971476
10103,0.0872532995713524
10104,-0.312642622608081
10108,2.93480190549888
10111,0.247234549152082
101123,0.0346551540076681
10114,0.153855573441261
10116,-0.204022929591336
101172,0.75866956942491
101217,-0.590956583313381
101232,-4.93655547454008
10124,-1.90492466812278
10130,-0.127075359295537
101311,0.645537277723672
10132,0.134906154483776
10134,-0.759216876242706
101353,0.908956140316036
101354,-4.89570403789682
101363,-1.0767922348792
101376,0.0400975678102067
10140,-0.0723374221654225
10141,0.440569381308452
10146,-0.541618329149501
10148,-0.0937174175966763
1015,0.825939141903352
10154,0.514945494369239
101544,0.89792531805741
101547,-1.78121229816335
1016,0.0689963908120368
10162,-0.185867180532389
101659,4.29865903779531
10166,0.166760319875379
101669,0.0536623074262595
101675,-0.286328987008409
1017,1.14579672935884
10170,-0.408090447404314
10173,0.710359855052305
10174,0.274913566000583
10177,-7.1380173408588
10178,0.0634183801241446
10179,-0.936182321788843
1018,-0.270548140340169
101826,-0.166100081377331
1019,0.0491693318489236
102,2.46713840194335
10202,-0.753217587497936
102032,0.356699870746886
102085,-0.181367352092987
102090,-0.445897998934314
10210,0.15629223433605
10211,0.456992300853594
10221,0.605686052709092
102234,-1.42846019331016
10224,-0.615799597619262
